iter	RMSE
732	0.8920787582
733	0.8920299198
734	0.8914953485
735	0.8909324783
736	0.8894809648
737	0.8881623116
738	0.8864393396
739	0.8862964444
740	0.8851583107
741	0.8841248212
742	0.8837707199
743	0.8831535419
744	0.8829646187
745	0.8818124237
746	0.8805867552
747	0.8798238553
748	0.878757128
749	0.8776294868
750	0.8765829036
751	0.8756626925
752	0.8749132344
753	0.874199359
754	0.873251863
755	0.8729000636
756	0.8720477761
757	0.871910169
758	0.8710974583
759	0.8702873395
760	0.8702497663
761	0.8697951756
762	0.8683517906
763	0.8680766222
764	0.8668512112
765	0.8668370755
766	0.8659604075
767	0.8657743001
768	0.8654697181
769	0.8638636024
770	0.8636988618
771	0.8635809294
772	0.8626891622
773	0.8626551259
774	0.8625130413
775	0.8620858123
776	0.8609080358
777	0.8592612758
778	0.8591535064
779	0.8578325161
780	0.8569079392
781	0.8566971495
782	0.8557519213
783	0.8546598676
784	0.8543129476
785	0.8536841812
786	0.8523548785
787	0.8513402229
788	0.8507973149
789	0.8499047677
790	0.8496801211
791	0.849664985
792	0.8495406531
793	0.8489522194
794	0.8485835411
795	0.8483264051
796	0.8475272192
797	0.8472858883
798	0.8457461889
799	0.8444372871
800	0.8434317958
801	0.8424673913
802	0.8415411404
803	0.8404187
804	0.8402797505
805	0.8391028926
806	0.8389042438
807	0.838802001
808	0.8383840559
809	0.8368537307
810	0.835631775
811	0.8353186237
812	0.8344999319
813	0.8340948148
814	0.832941691
815	0.832201845
816	0.8320654188
817	0.8314042661
818	0.8303916676
819	0.8291673737
820	0.828485403
821	0.8282263487
822	0.8277451104
823	0.827266935
824	0.8266231524
825	0.8257146457
826	0.8244815441
827	0.8242828317
828	0.8239480503
829	0.823101483
830	0.8230040065
831	0.8226763756
832	0.8215087026
833	0.8210043806
834	0.8200591197
835	0.8198051774
836	0.8188080895
837	0.8184486437
838	0.817250301
839	0.8159795692
840	0.8151805882
841	0.8143137365
842	0.8132077146
843	0.8125644495
844	0.8114680306
845	0.8101268403
846	0.8099547069
847	0.8088098383
848	0.80765911
849	0.806445331
850	0.8059212516
851	0.8045881122
852	0.8036369701
853	0.8033830555
854	0.8033461646
855	0.8031834303
856	0.8029676917
857	0.8028685255
858	0.8016799265
859	0.8010317383
860	0.7999404399
861	0.7990336587
862	0.7987416432
863	0.7986560057
864	0.7979714903
865	0.7971068932
866	0.7969801201
867	0.7959796391
868	0.7957539815
869	0.7949013586
870	0.7938482103
871	0.7937631026
872	0.7934780763
873	0.7932315998
874	0.7922429037
875	0.7920134676
876	0.7915992677
877	0.7911254945
878	0.7902285332
879	0.789570692
880	0.7894870422
881	0.7888171471
882	0.7880868225
883	0.7871672904
884	0.7858709083
885	0.7853266789
886	0.7842974526
887	0.783485568
888	0.7833868814
889	0.783128254
890	0.7822557834
891	0.7812954926
892	0.7802701118
893	0.7799961646
894	0.7794489789
895	0.7794225672
896	0.7790830708
897	0.7782126977
898	0.7774218095
899	0.7767103352
900	0.7755710414
901	0.7746146346
902	0.7738210135
903	0.7726938137
904	0.7720456411
905	0.7709133801
906	0.7701249959
907	0.7695325861
908	0.7685557568
909	0.7676498596
910	0.767509735
911	0.7674123995
912	0.7661556465
913	0.7660886977
914	0.7652880278
915	0.7643189917
916	0.7642246239
917	0.7637096455
918	0.7633235848
919	0.7626855574
920	0.7623841485
921	0.7622475858
922	0.7622311121
923	0.7616053263
924	0.761380656
925	0.7610793429
926	0.7606298676
927	0.7594634519
928	0.7592538001
929	0.75807663
930	0.7568848905
931	0.7557831996
932	0.7549803253
933	0.7543171425
934	0.7536712325
935	0.7528171874
936	0.7524912175
937	0.751368948
938	0.7504757478
939	0.7495633467
940	0.749521148
941	0.7490042073
942	0.7484823512
943	0.7483968029
944	0.7477771785
945	0.7469759593
946	0.746807084
947	0.7466638176
948	0.7462622283
949	0.7451733176
950	0.7450859203
951	0.7448499202
952	0.744058686
953	0.7436410361
954	0.7428311806
955	0.7422314157
956	0.7422111926
957	0.7413392129
958	0.7410206983
959	0.740850423
960	0.7405438777
961	0.7400765632
962	0.739849541
963	0.7393095531
964	0.7386550201
965	0.738358536
966	0.7382563434
967	0.7377876289
968	0.7377539201
969	0.7366263024
970	0.7365027627
971	0.7363435409
972	0.7361576359
973	0.7356391752
974	0.7349152205
975	0.7337328078
976	0.7336998308
977	0.7330385698
978	0.7328099374
979	0.7319578233
980	0.7318962833
981	0.7310346744
982	0.7306462051
983	0.7301971697
984	0.729576743
985	0.7290453698
986	0.7284178667
987	0.7282753308
988	0.7282576996
989	0.7278814891
990	0.7273535386
991	0.7271829971
992	0.7271636112
993	0.7271433597
994	0.7268329943
995	0.726374183
996	0.726188088
997	0.726048575
998	0.7249853016
999	0.7244507752
1000	0.7243114079
1001	0.7236717272
1002	0.7227781425
1003	0.7225633059
1004	0.7221776521
1005	0.7220149557
1006	0.7211732936
1007	0.7208764396
1008	0.7199016683
1009	0.7198034203
1010	0.7192302743
1011	0.7191118236
1012	0.7186392523
1013	0.718058035
1014	0.7178164617
1015	0.7170864931
1016	0.7166702111
1017	0.7165043041
1018	0.7164592087
1019	0.7162931875
1020	0.7157569131
1021	0.7150841345
1022	0.7150233286
1023	0.7145786494
1024	0.7144749443
1025	0.7136907836
1026	0.7132492049
1027	0.7130352327
1028	0.7128347691
1029	0.7127787934
1030	0.7123052279
1031	0.7118488467
1032	0.711737799
1033	0.7116399102
1034	0.7116187917
1035	0.7109468773
1036	0.7104815836
1037	0.709837673
1038	0.7096580043
1039	0.709618385
1040	0.7094749075
1041	0.7094632918
1042	0.7094411562
1043	0.7087900378
1044	0.7083666404
1045	0.7075524753
1046	0.7069851253
1047	0.7065191382
1048	0.7060218484
1049	0.7059733703
1050	0.7051868876
1051	0.7050980285
1052	0.7043808779
1053	0.7034237096
1054	0.7024466367
1055	0.7021437536
1056	0.7020592825
1057	0.7011519464
1058	0.7005428421
1059	0.7000732461
1060	0.6999812608
1061	0.6995294934
1062	0.6994545725
1063	0.6985559619
1064	0.6980788386
1065	0.6973666196
1066	0.696558036
1067	0.6958567107
1068	0.6957754714
1069	0.6957608621
1070	0.6950593386
1071	0.6942981014
1072	0.6942367706
1073	0.6933706463
1074	0.6932977148
1075	0.6927198477
1076	0.6919341794
1077	0.6918036136
1078	0.6910342875
1079	0.6902215146
1080	0.6901341537
1081	0.6897811731
1082	0.6889270104
1083	0.6882058831
1084	0.6881871159
1085	0.6875687795
1086	0.6870405788
1087	0.6866720585
1088	0.6860990136
1089	0.6854695269
1090	0.6854487351
1091	0.6845780217
1092	0.6835976595
1093	0.6835733589
1094	0.682912286
1095	0.682705171
1096	0.6824966666
1097	0.6819178013
1098	0.6810931632
1099	0.6810345832
1100	0.6808430492
1101	0.6808005324
1102	0.6803318193
1103	0.6797344037
1104	0.6796664261
1105	0.6795099249
1106	0.6793814283
1107	0.6791874666
1108	0.6791625423
1109	0.6787923062
1110	0.6784780736
1111	0.6775768632
1112	0.6769342569
1113	0.6760050669
1114	0.6759389301
1115	0.6756838654
1116	0.6756503014
1117	0.6751826206
1118	0.6746908443
1119	0.6742684023
1120	0.6740258984
1121	0.6733846452
1122	0.6729268806
1123	0.6729182647
1124	0.6727430197
1125	0.6720529904
1126	0.6720152317
1127	0.6719205445
1128	0.6711374035
1129	0.6710504211
1130	0.6705362939
1131	0.6698546298
1132	0.6697985893
1133	0.6697028386
1134	0.6692897121
1135	0.6690631134
1136	0.6689240257
1137	0.6681319355
1138	0.6673569716
1139	0.6666266807
1140	0.6665183219
1141	0.6664654124
1142	0.6664491651
1143	0.6664016036
1144	0.665905181
1145	0.6653728616
1146	0.6652609945
1147	0.6643771062
1148	0.66360883
1149	0.66339717
1150	0.6626861386
1151	0.6620598316
1152	0.6620270655
1153	0.6620114893
1154	0.6618590811
1155	0.6611643905
1156	0.6611082131
1157	0.6606054632
1158	0.6605441783
1159	0.6603655344
1160	0.6599787425
1161	0.6599675851
1162	0.659873773
1163	0.6597789978
1164	0.6597652593
1165	0.6597176975
1166	0.6594523973
1167	0.6589762759
1168	0.6582428526
1169	0.6581408161
1170	0.6579058555
1171	0.6574081396
1172	0.6573736223
1173	0.6569980481
1174	0.656634177
1175	0.6565667713
1176	0.6565617045
1177	0.6560831421
1178	0.6559729226
1179	0.6559200169
1180	0.6558979438
1181	0.655378154
1182	0.6546401537
1183	0.654623121
1184	0.653995908
1185	0.6536492949
1186	0.6530039005
1187	0.6525418706
1188	0.6524961341
1189	0.6524654452
1190	0.6523392742
1191	0.6519892462
1192	0.651466888
1193	0.6514512436
1194	0.6506895436
1195	0.650401408
1196	0.6497465454
1197	0.6493535089
1198	0.6485859664
1199	0.648206617
1200	0.6477062453
1201	0.6476157169
1202	0.6474378825
1203	0.6473920674
1204	0.6473558952
1205	0.6473160363
1206	0.6465773421
1207	0.6460526529
1208	0.6453623505
1209	0.6451196601
1210	0.6450576004
1211	0.6447261507
1212	0.6445859662
1213	0.6444519566
1214	0.6439158585
1215	0.6433138251
1216	0.6426951411
1217	0.6424256297
1218	0.6423884706
1219	0.6420232767
1220	0.6416028858
1221	0.6415775151
1222	0.6415634123
1223	0.6413976636
1224	0.6413825291
1225	0.6413450995
1226	0.6413252254
1227	0.6406512768
1228	0.6405821428
1229	0.6404134308
1230	0.6403991218
1231	0.6403827092
1232	0.6395945331
1233	0.639458296
1234	0.6394423617
1235	0.638424561
1236	0.6383549167
1237	0.6378587585
1238	0.6373575835
1239	0.6371716255
1240	0.6364500509
1241	0.6362478854
1242	0.6362300312
1243	0.6357052681
1244	0.6354271196
1245	0.6353055278
1246	0.6345579018
1247	0.6342301362
1248	0.6337548167
1249	0.6333357623
1250	0.6333057856
1251	0.6325522913
1252	0.6325269481
1253	0.6323094224
1254	0.6317994159
1255	0.6313499832
1256	0.6313160758
1257	0.6308943815
1258	0.6303200708
1259	0.6298101301
1260	0.6296355533
1261	0.6295749772
1262	0.6292105441
1263	0.6286732773
1264	0.6283293964
1265	0.6282657301
1266	0.6278374994
1267	0.6274158886
1268	0.6272897413
1269	0.6272649706
1270	0.6268843459
1271	0.6263416592
1272	0.6261744364
1273	0.6260800797
1274	0.6253354308
1275	0.6251044885
1276	0.6250303195
1277	0.6242858178
